1,"2023-11-02 07:30:31.152581",0.0,1.0,0.0,251.750823974609,50.1498489379883,906.349975585938,1455.27600097656,1504.51440429688,364.0,-2.23772627959808e+16,989.753540039063
2,"2023-11-02 07:30:35.224132",0.0,1.0,0.0,251.851181030273,50.1562843322754,906.425048828125,1455.37255859375,1504.6884765625,366.0,-2.29402127494021e+16,989.837890625
3,"2023-11-02 07:30:39.262544",0.0,1.0,0.0,251.913024902344,50.1591300964355,906.520263671875,1455.47143554688,1504.77392578125,368.0,-2.35031627028234e+16,989.889526367188
4,"2023-11-02 07:30:49.179866",-43.7197113037109,-0.146895840764046,297.623901367188,252.061065673828,50.1593208312988,906.520263671875,1455.47143554688,1504.77966308594,,-2.49105375863767e+16,989.963562011719
5,"2023-11-02 07:30:53.231642",0.0,1.0,0.0,252.587036132813,50.1676788330078,906.595153808594,1455.66162109375,1505.03039550781,372.0,-2.5473487539798e+16,989.964233398438
6,"2023-11-02 07:30:57.322204",0.0,1.0,0.0,252.732696533203,50.1698150634766,906.637634277344,1455.76306152344,1505.09448242188,374.0,-2.60364374932193e+16,990.030639648438
7,"2023-11-02 07:31:01.375674",0.0,1.0,0.0,252.905166625977,50.1713447570801,906.637939453125,1455.76525878906,1505.14038085938,376.0,-2.65993874466406e+16,990.030822753906
8,"2023-11-02 07:31:05.461099",187.810272216797,0.559019505977631,335.963714599609,252.996047973633,50.1725273132324,906.690063476563,1455.85864257813,1505.17578125,378.0,-2.7162337400062e+16,990.111694335938
9,"2023-11-02 07:31:09.542981",321.726287841797,-0.985138237476349,0.0,254.331436157227,50.1769752502441,906.779541015625,1455.94934082031,1505.30920410156,380.0,-2.77252873534833e+16,990.16015625
10,"2023-11-02 10:14:33.146030",0.0,-0.907109975814819,349.128967285156,252.24560546875,50.0085754394531,935.373779296875,1499.78991699219,1500.25732421875,5920.0,-1.071977263669e+24,1020.26501464844
11,"2023-11-02 10:14:37.272930",3.17229652404785,0.0092370705679059,343.431030273438,252.258697509766,50.0082702636719,935.374572753906,1499.88513183594,1500.29235839844,5952.0,-1.09086672960048e+24,1020.31750488281
12,"2023-11-02 10:14:41.314979",0.0,1.0,0.0,252.255584716797,50.0117797851563,935.374572753906,1499.88513183594,1500.33129882813,5952.0,-1.10975619553196e+24,1020.31756591797
13,"2023-11-02 10:14:45.353530",0.0,1.0,0.0,252.252014160156,50.0090980529785,935.451293945313,1499.97888183594,1500.255859375,5984.0,-1.13336802794631e+24,1020.4072265625
14,"2023-11-02 10:14:49.445298",0.0,1.0,0.0,252.231842041016,50.0051612854004,935.451293945313,1499.97888183594,1500.14514160156,5984.0,-1.15225749387779e+24,1020.41424560547
15,"2023-11-02 10:14:53.535220",0.0,1.0,0.0,252.218719482422,50.0057411193848,935.451293945313,1499.97888183594,1500.16149902344,5984.0,-1.17114695980927e+24,1020.41424560547
16,"2023-11-02 10:14:57.629299",-140.837326049805,0.421434909105301,334.185211181641,252.213485717773,50.0041542053223,935.547241210938,1500.07470703125,1500.12463378906,6016.0,-1.19003642574074e+24,1020.48748779297
17,"2023-11-02 10:15:07.590921",0.0,1.0,0.0,252.249450683594,50.0032081604004,935.547241210938,1500.07470703125,,6048.0,-1.26559436152425e+24,1020.61413574219
18,"2023-11-02 10:15:11.646389",0.0,1.0,0.0,252.321716308594,50.0035552978516,935.642272949219,1500.17407226563,1500.10668945313,6080.0,-1.30337329338721e+24,1020.61547851563
19,"2023-11-02 10:15:15.706671",-106.68936920166,-0.304278671741486,350.630432128906,252.273742675781,50.0047416687012,935.642272949219,1500.17407226563,1500.14221191406,6080.0,-1.34115222525017e+24,1020.68664550781
20,"2023-11-02 10:15:19.706830",-207.477478027344,0.638943910598755,324.719421386719,252.332916259766,50.003662109375,935.743896484375,1500.27990722656,1500.10986328125,6112.0,-1.37893115711312e+24,1020.71789550781
21,"2023-11-02 10:15:23.898529",0.0,1.0,0.0,252.365692138672,50.004825592041,935.744018554688,1500.28295898438,1500.14477539063,6144.0,-1.41671008897608e+24,1020.71789550781
22,"2023-11-02 10:15:28.010615",0.0,1.0,349.509643554688,252.379852294922,50.0055961608887,935.83935546875,1500.38000488281,1500.16784667969,6176.0,-1.45448902083904e+24,1020.78509521484
23,"2023-11-02 10:15:32.068157",0.0,1.0,0.0,252.376510620117,50.0060768127441,935.83935546875,1500.38000488281,1500.18225097656,6176.0,-1.492267952702e+24,1020.83135986328
24,"2023-11-02 10:15:36.079586",0.0,1.0,0.0,252.399993896484,50.0119552612305,935.83935546875,1500.38000488281,1500.35864257813,6208.0,-1.53004688456495e+24,1020.85144042969
25,"2023-11-02 10:15:40.134753",85.8553314208984,1.0,0.0,252.453430175781,50.0145034790039,935.900207519531,1500.56457519531,1500.43505859375,6240.0,-1.56782581642791e+24,1020.91296386719
26,"2023-11-02 10:15:44.176669",0.0,1.0,0.0,252.506820678711,50.0148239135742,935.900207519531,1500.56457519531,1500.47680664063,6240.0,-1.60560474829087e+24,1020.91296386719
27,"2023-11-02 10:15:48.190415",330.430328369141,-0.918715596199036,359.66552734375,252.425415039063,50.014965057373,935.991943359375,1500.66455078125,1500.48071289063,6272.0,-1.64338368015382e+24,1020.96264648438
28,"2023-11-02 10:15:52.218191",6.92769479751587,0.142749786376953,48.5303344726563,252.353210449219,50.0170707702637,935.993896484375,1500.67810058594,1500.48010253906,6304.0,-1.68116261201678e+24,1021.01159667969
